record_date,department,process_name,throughput,cycle_time_min,error_count,sla_target_min,sla_met,error_rate
2024-05-28,HR,Benefits Enrollment,49,239.71,0,240.0,1,0.0
2024-05-28,IT,Incident Resolution,53,223.57,1,240.0,1,0.0189
2024-05-28,IT,Change Management,57,452.73,1,480.0,1,0.0175
2024-05-28,IT,Deployment Pipeline,49,117.88,0,120.0,1,0.0
2024-05-28,Logistics,Shipment Tracking,48,1420.34,0,1440.0,1,0.0
2024-05-28,Logistics,Customs Clearance,67,3437.09,5,2880.0,0,0.0746
2024-05-28,Logistics,Route Optimization,47,57.6,0,60.0,1,0.0
2024-05-28,Risk,Credit Assessment,54,122.87,0,180.0,1,0.0
2024-05-28,Risk,Fraud Review,59,24.03,1,30.0,1,0.0169
2024-05-28,Risk,Compliance Check,57,356.03,1,720.0,1,0.0175
2024-05-28,Compliance,Regulatory Reporting,64,410.11,1,480.0,1,0.0156
2024-05-28,Compliance,AML Screening,59,47.38,0,60.0,1,0.0
2024-05-28,Compliance,Policy Review,60,803.13,1,1440.0,1,0.0167
2024-05-29,Operations,Order Fulfillment,53,479.99,1,480.0,1,0.0189
2024-05-29,Operations,Inventory Replenishment,48,194.88,1,240.0,1,0.0208
2024-05-29,Operations,Quality Check,57,119.34,0,60.0,0,0.0
2024-05-29,Finance,Invoice Processing,51,85.9,0,120.0,1,0.0
2024-05-29,Finance,Budget Reconciliation,54,294.48,1,360.0,1,0.0185
2024-05-29,Finance,Expense Audit,68,83.43,0,90.0,1,0.0
2024-05-29,HR,Onboarding,48,2482.75,0,2880.0,1,0.0
2024-05-29,HR,Payroll Processing,54,103.21,0,120.0,1,0.0
2024-05-29,HR,Benefits Enrollment,55,189.7,0,240.0,1,0.0
2024-05-29,IT,Incident Resolution,55,161.29,1,240.0,1,0.0182
2024-05-29,IT,Change Management,48,368.64,0,480.0,1,0.0
2024-05-29,IT,Deployment Pipeline,53,88.36,2,120.0,1,0.0377
2024-05-29,Logistics,Shipment Tracking,50,1137.11,1,1440.0,1,0.02
2024-05-29,Logistics,Customs Clearance,65,2464.13,2,2880.0,1,0.0308
2024-05-29,Logistics,Route Optimization,64,88.39,1,60.0,0,0.0156
2024-05-29,Risk,Credit Assessment,68,148.0,2,180.0,1,0.0294
2024-05-29,Risk,Fraud Review,68,13.59,1,30.0,1,0.0147
2024-05-29,Risk,Compliance Check,41,584.83,1,720.0,1,0.0244
2024-05-29,Compliance,Regulatory Reporting,63,577.02,1,480.0,0,0.0159
2024-05-29,Compliance,AML Screening,55,56.95,1,60.0,1,0.0182
2024-05-29,Compliance,Policy Review,56,1172.4,1,1440.0,1,0.0179
2024-05-30,Operations,Order Fulfillment,55,598.16,1,480.0,0,0.0182
2024-05-30,Operations,Inventory Replenishment,65,198.54,3,240.0,1,0.0462
2024-05-30,Operations,Quality Check,60,47.8,2,60.0,1,0.0333
2024-05-30,Finance,Invoice Processing,63,280.82,1,120.0,0,0.0159
2024-05-30,Finance,Budget Reconciliation,52,277.11,1,360.0,1,0.0192
2024-05-30,Finance,Expense Audit,57,76.62,1,90.0,1,0.0175
2024-05-30,HR,Onboarding,59,2717.85,5,2880.0,1,0.0847
2024-05-30,HR,Payroll Processing,53,102.98,0,120.0,1,0.0
2024-05-30,HR,Benefits Enrollment,39,192.43,0,240.0,1,0.0
2024-05-30,IT,Incident Resolution,43,276.35,0,240.0,0,0.0
2024-05-30,IT,Change Management,49,324.95,1,480.0,1,0.0204
2024-05-30,IT,Deployment Pipeline,61,116.78,0,120.0,1,0.0
2024-05-30,Logistics,Shipment Tracking,61,1123.77,2,1440.0,1,0.0328
2024-05-30,Logistics,Customs Clearance,57,2257.3,1,2880.0,1,0.0175
2024-05-30,Logistics,Route Optimization,52,17.26,1,60.0,1,0.0192
2024-05-30,Risk,Credit Assessment,51,114.73,1,180.0,1,0.0196
2024-05-30,Risk,Fraud Review,51,27.64,0,30.0,1,0.0
2024-05-30,Risk,Compliance Check,54,588.39,2,720.0,1,0.037
2024-05-30,Compliance,Regulatory Reporting,64,77.22,2,480.0,1,0.0312
2024-05-30,Compliance,AML Screening,54,44.86,0,60.0,1,0.0
2024-05-30,Compliance,Policy Review,54,892.37,1,1440.0,1,0.0185
2024-05-31,Operations,Order Fulfillment,48,508.79,1,480.0,0,0.0208
2024-05-31,Operations,Inventory Replenishment,58,191.08,3,240.0,1,0.0517
2024-05-31,Operations,Quality Check,44,58.4,1,60.0,1,0.0227
2024-05-31,Finance,Invoice Processing,55,120.36,0,120.0,0,0.0
2024-05-31,Finance,Budget Reconciliation,55,360.68,1,360.0,0,0.0182
2024-05-31,Finance,Expense Audit,57,99.96,1,90.0,0,0.0175
2024-05-31,HR,Onboarding,58,2326.92,0,2880.0,1,0.0
2024-05-31,HR,Payroll Processing,49,82.62,1,120.0,1,0.0204
2024-05-31,HR,Benefits Enrollment,61,183.41,2,240.0,1,0.0328
2024-05-31,IT,Incident Resolution,51,211.33,1,240.0,1,0.0196
2024-05-31,IT,Change Management,64,377.24,0,480.0,1,0.0
2024-05-31,IT,Deployment Pipeline,59,52.43,1,120.0,1,0.0169
2024-05-31,Logistics,Shipment Tracking,50,1242.09,2,1440.0,1,0.04
2024-05-31,Logistics,Customs Clearance,46,2413.97,0,2880.0,1,0.0
2024-05-31,Logistics,Route Optimization,45,49.29,1,60.0,1,0.0222
2024-05-31,Risk,Credit Assessment,56,220.35,1,180.0,0,0.0179
2024-05-31,Risk,Fraud Review,53,22.36,0,30.0,1,0.0
2024-05-31,Risk,Compliance Check,52,708.92,1,720.0,1,0.0192
2024-05-31,Compliance,Regulatory Reporting,44,427.27,1,480.0,1,0.0227
2024-05-31,Compliance,AML Screening,55,43.88,2,60.0,1,0.0364
2024-05-31,Compliance,Policy Review,45,929.52,1,1440.0,1,0.0222
2024-06-01,Operations,Order Fulfillment,18,334.32,1,480.0,1,0.0556
2024-06-01,Operations,Inventory Replenishment,20,259.32,0,240.0,0,0.0
2024-06-01,Operations,Quality Check,20,63.53,0,60.0,0,0.0
2024-06-01,Finance,Invoice Processing,18,77.39,0,120.0,1,0.0
2024-06-01,Finance,Budget Reconciliation,16,308.61,0,360.0,1,0.0
2024-06-01,Finance,Expense Audit,16,56.79,0,90.0,1,0.0
2024-06-01,HR,Onboarding,17,3542.58,0,2880.0,0,0.0
2024-06-01,HR,Payroll Processing,23,71.89,0,120.0,1,0.0
2024-06-01,HR,Benefits Enrollment,24,224.15,0,240.0,1,0.0
2024-06-01,IT,Incident Resolution,16,146.69,0,240.0,1,0.0
2024-06-01,IT,Change Management,13,292.78,0,480.0,1,0.0
2024-06-01,IT,Deployment Pipeline,18,102.47,0,120.0,1,0.0
2024-06-01,Logistics,Shipment Tracking,20,945.06,0,1440.0,1,0.0
2024-06-01,Logistics,Customs Clearance,19,3359.3,0,2880.0,0,0.0
2024-06-01,Logistics,Route Optimization,17,39.98,0,60.0,1,0.0
2024-06-01,Risk,Credit Assessment,17,123.78,0,180.0,1,0.0
2024-06-01,Risk,Fraud Review,12,28.12,1,30.0,1,0.0833
2024-06-01,Risk,Compliance Check,25,1686.47,1,720.0,0,0.04
2024-06-01,Compliance,Regulatory Reporting,17,480.46,2,480.0,0,0.1176
2024-06-01,Compliance,AML Screening,17,42.92,1,60.0,1,0.0588
2024-06-01,Compliance,Policy Review,19,1347.23,0,1440.0,1,0.0
2024-06-02,Operations,Order Fulfillment,16,391.02,1,480.0,1,0.0625
2024-06-02,Operations,Inventory Replenishment,13,69.6,0,240.0,1,0.0
2024-06-02,Operations,Quality Check,16,52.63,0,60.0,1,0.0
2024-06-02,Finance,Invoice Processing,16,31.68,0,120.0,1,0.0
2024-06-02,Finance,Budget Reconciliation,20,266.86,1,360.0,1,0.05
2024-06-02,Finance,Expense Audit,18,99.12,1,90.0,0,0.0556
2024-06-02,HR,Onboarding,18,2385.62,1,2880.0,1,0.0556
2024-06-02,HR,Payroll Processing,21,82.18,0,120.0,1,0.0
2024-06-02,HR,Benefits Enrollment,21,184.83,0,240.0,1,0.0
2024-06-02,IT,Incident Resolution,22,280.12,0,240.0,0,0.0
2024-06-02,IT,Change Management,15,222.86,1,480.0,1,0.0667
2024-06-02,IT,Deployment Pipeline,14,124.01,0,120.0,0,0.0
2024-06-02,Logistics,Shipment Tracking,21,1010.71,1,1440.0,1,0.0476
2024-06-02,Logistics,Customs Clearance,19,1980.35,0,2880.0,1,0.0
2024-06-02,Logistics,Route Optimization,17,53.7,1,60.0,1,0.0588
2024-06-02,Risk,Credit Assessment,18,159.77,1,180.0,1,0.0556
2024-06-02,Risk,Fraud Review,19,27.12,1,30.0,1,0.0526
2024-06-02,Risk,Compliance Check,17,790.84,0,720.0,0,0.0
2024-06-02,Compliance,Regulatory Reporting,16,203.8,0,480.0,1,0.0
2024-06-02,Compliance,AML Screening,13,51.74,0,60.0,1,0.0
2024-06-02,Compliance,Policy Review,22,1287.24,1,1440.0,1,0.0455
2024-06-03,Operations,Order Fulfillment,50,429.52,1,480.0,1,0.02
2024-06-03,Operations,Inventory Replenishment,45,211.72,1,240.0,1,0.0222
2024-06-03,Operations,Quality Check,59,50.2,0,60.0,1,0.0
2024-06-03,Finance,Invoice Processing,52,62.43,1,120.0,1,0.0192
2024-06-03,Finance,Budget Reconciliation,59,277.34,2,360.0,1,0.0339
2024-06-03,Finance,Expense Audit,63,102.78,2,90.0,0,0.0317
2024-06-03,HR,Onboarding,59,2835.67,1,2880.0,1,0.0169
2024-06-03,HR,Payroll Processing,53,304.42,1,120.0,0,0.0189
2024-06-03,HR,Benefits Enrollment,50,132.0,4,240.0,1,0.08
2024-06-03,IT,Incident Resolution,63,400.34,2,240.0,0,0.0317
2024-06-03,IT,Change Management,53,450.09,2,480.0,1,0.0377
2024-06-03,IT,Deployment Pipeline,58,104.15,2,120.0,1,0.0345
2024-06-03,Logistics,Shipment Tracking,53,1394.23,2,1440.0,1,0.0377
2024-06-03,Logistics,Customs Clearance,57,3011.75,0,2880.0,0,0.0
2024-06-03,Logistics,Route Optimization,45,54.66,0,60.0,1,0.0
2024-06-03,Risk,Credit Assessment,57,174.96,1,180.0,1,0.0175
2024-06-03,Risk,Fraud Review,52,19.41,3,30.0,1,0.0577
2024-06-03,Risk,Compliance Check,68,669.01,1,720.0,1,0.0147
2024-06-03,Compliance,Regulatory Reporting,62,330.0,1,480.0,1,0.0161
2024-06-03,Compliance,AML Screening,53,46.18,2,60.0,1,0.0377
2024-06-03,Compliance,Policy Review,51,2045.84,2,1440.0,0,0.0392
2024-06-04,Operations,Order Fulfillment,50,357.24,1,480.0,1,0.02
2024-06-04,Operations,Inventory Replenishment,70,140.8,0,240.0,1,0.0
2024-06-04,Operations,Quality Check,51,50.83,0,60.0,1,0.0
2024-06-04,Finance,Invoice Processing,49,96.53,0,120.0,1,0.0
2024-06-04,Finance,Budget Reconciliation,48,198.79,2,360.0,1,0.0417
2024-06-04,Finance,Expense Audit,56,82.03,3,90.0,1,0.0536
2024-06-04,HR,Onboarding,52,1756.34,1,2880.0,1,0.0192
2024-06-04,HR,Payroll Processing,64,88.89,1,120.0,1,0.0156
2024-06-04,HR,Benefits Enrollment,49,227.55,0,240.0,1,0.0
2024-06-04,IT,Incident Resolution,58,262.28,2,240.0,0,0.0345
2024-06-04,IT,Change Management,45,1384.31,1,480.0,0,0.0222
2024-06-04,IT,Deployment Pipeline,60,115.35,2,120.0,1,0.0333
2024-06-04,Logistics,Shipment Tracking,46,1324.59,2,1440.0,1,0.0435
2024-06-04,Logistics,Customs Clearance,41,2172.06,0,2880.0,1,0.0
2024-06-04,Logistics,Route Optimization,57,53.1,1,60.0,1,0.0175
2024-06-04,Risk,Credit Assessment,34,121.92,0,180.0,1,0.0
2024-06-04,Risk,Fraud Review,59,21.97,2,30.0,1,0.0339
2024-06-04,Risk,Compliance Check,47,809.0,3,720.0,0,0.0638
2024-06-04,Compliance,Regulatory Reporting,64,575.36,2,480.0,0,0.0312
2024-06-04,Compliance,AML Screening,49,52.73,1,60.0,1,0.0204
2024-06-04,Compliance,Policy Review,46,1650.96,1,1440.0,0,0.0217
2024-06-05,Operations,Order Fulfillment,49,294.25,3,480.0,1,0.0612
2024-06-05,Operations,Inventory Replenishment,53,528.1,2,240.0,0,0.0377
2024-06-05,Operations,Quality Check,46,37.75,0,60.0,1,0.0
2024-06-05,Finance,Invoice Processing,58,123.32,0,120.0,0,0.0
2024-06-05,Finance,Budget Reconciliation,44,162.59,0,360.0,1,0.0
2024-06-05,Finance,Expense Audit,42,92.52,1,90.0,0,0.0238
2024-06-05,HR,Onboarding,55,1985.53,0,2880.0,1,0.0
2024-06-05,HR,Payroll Processing,57,84.33,1,120.0,1,0.0175
2024-06-05,HR,Benefits Enrollment,44,155.4,0,240.0,1,0.0
2024-06-05,IT,Incident Resolution,49,242.1,3,240.0,0,0.0612
2024-06-05,IT,Change Management,54,287.98,1,480.0,1,0.0185
2024-06-05,IT,Deployment Pipeline,60,105.94,1,120.0,1,0.0167
2024-06-05,Logistics,Shipment Tracking,50,1038.8,2,1440.0,1,0.04
2024-06-05,Logistics,Customs Clearance,61,2174.47,2,2880.0,1,0.0328
2024-06-05,Logistics,Route Optimization,52,42.26,1,60.0,1,0.0192
2024-06-05,Risk,Credit Assessment,59,150.23,0,180.0,1,0.0
2024-06-05,Risk,Fraud Review,52,34.65,1,30.0,0,0.0192
2024-06-05,Risk,Compliance Check,50,580.58,1,720.0,1,0.02
2024-06-05,Compliance,Regulatory Reporting,67,301.71,0,480.0,1,0.0
2024-06-05,Compliance,AML Screening,57,132.13,0,60.0,0,0.0
2024-06-05,Compliance,Policy Review,48,812.54,0,1440.0,1,0.0
2024-06-06,Operations,Order Fulfillment,57,417.8,1,480.0,1,0.0175
2024-06-06,Operations,Inventory Replenishment,52,167.86,1,240.0,1,0.0192
2024-06-06,Operations,Quality Check,52,32.79,2,60.0,1,0.0385
2024-06-06,Finance,Invoice Processing,59,108.94,2,120.0,1,0.0339
2024-06-06,Finance,Budget Reconciliation,56,264.82,1,360.0,1,0.0179
2024-06-06,Finance,Expense Audit,43,46.13,0,90.0,1,0.0
2024-06-06,HR,Onboarding,49,3068.92,1,2880.0,0,0.0204
2024-06-06,HR,Payroll Processing,49,128.04,2,120.0,0,0.0408
2024-06-06,HR,Benefits Enrollment,55,237.05,1,240.0,1,0.0182
2024-06-06,IT,Incident Resolution,54,199.16,0,240.0,1,0.0
2024-06-06,IT,Change Management,58,537.14,0,480.0,0,0.0
2024-06-06,IT,Deployment Pipeline,71,71.92,1,120.0,1,0.0141
2024-06-06,Logistics,Shipment Tracking,50,1120.31,0,1440.0,1,0.0
2024-06-06,Logistics,Customs Clearance,60,2326.4,0,2880.0,1,0.0
2024-06-06,Logistics,Route Optimization,62,50.54,3,60.0,1,0.0484
2024-06-06,Risk,Credit Assessment,65,163.01,2,180.0,1,0.0308
2024-06-06,Risk,Fraud Review,55,29.02,0,30.0,1,0.0
2024-06-06,Risk,Compliance Check,51,369.42,0,720.0,1,0.0
2024-06-06,Compliance,Regulatory Reporting,68,245.35,0,480.0,1,0.0
2024-06-06,Compliance,AML Screening,59,36.28,2,60.0,1,0.0339
2024-06-06,Compliance,Policy Review,58,1787.27,1,1440.0,0,0.0172
2024-06-07,Operations,Order Fulfillment,46,403.61,1,480.0,1,0.0217
2024-06-07,Operations,Inventory Replenishment,63,135.02,0,240.0,1,0.0
2024-06-07,Operations,Quality Check,57,34.94,2,60.0,1,0.0351
2024-06-07,Finance,Invoice Processing,50,95.96,1,120.0,1,0.02
2024-06-07,Finance,Budget Reconciliation,50,376.01,1,360.0,0,0.02
2024-06-07,Finance,Expense Audit,64,73.12,1,90.0,1,0.0156
2024-06-07,HR,Onboarding,55,2494.78,1,2880.0,1,0.0182
2024-06-07,HR,Payroll Processing,45,181.7,1,120.0,0,0.0222
2024-06-07,HR,Benefits Enrollment,63,297.99,3,240.0,0,0.0476
2024-06-07,IT,Incident Resolution,43,198.02,1,240.0,1,0.0233
2024-06-07,IT,Change Management,58,508.66,1,480.0,0,0.0172
2024-06-07,IT,Deployment Pipeline,41,110.74,1,120.0,1,0.0244
2024-06-07,Logistics,Shipment Tracking,61,938.52,0,1440.0,1,0.0
2024-06-07,Logistics,Customs Clearance,50,3190.04,0,2880.0,0,0.0
2024-06-07,Logistics,Route Optimization,52,55.53,0,60.0,1,0.0
2024-06-07,Risk,Credit Assessment,46,133.52,1,180.0,1,0.0217
2024-06-07,Risk,Fraud Review,47,31.34,1,30.0,0,0.0213
2024-06-07,Risk,Compliance Check,64,436.01,3,720.0,1,0.0469
2024-06-07,Compliance,Regulatory Reporting,55,345.14,2,480.0,1,0.0364
2024-06-07,Compliance,AML Screening,63,71.64,1,60.0,0,0.0159
2024-06-07,Compliance,Policy Review,43,1282.36,2,1440.0,1,0.0465
2024-06-08,Operations,Order Fulfillment,16,402.18,2,480.0,1,0.125
2024-06-08,Operations,Inventory Replenishment,18,504.06,0,240.0,0,0.0
2024-06-08,Operations,Quality Check,19,37.2,1,60.0,1,0.0526
2024-06-08,Finance,Invoice Processing,17,68.81,1,120.0,1,0.0588
2024-06-08,Finance,Budget Reconciliation,20,204.03,0,360.0,1,0.0
2024-06-08,Finance,Expense Audit,19,58.55,0,90.0,1,0.0
2024-06-08,HR,Onboarding,15,2647.3,1,2880.0,1,0.0667
2024-06-08,HR,Payroll Processing,22,73.77,0,120.0,1,0.0
2024-06-08,HR,Benefits Enrollment,14,132.87,0,240.0,1,0.0
2024-06-08,IT,Incident Resolution,18,230.87,0,240.0,1,0.0
2024-06-08,IT,Change Management,18,389.64,1,480.0,1,0.0556
2024-06-08,IT,Deployment Pipeline,17,65.18,1,120.0,1,0.0588
2024-06-08,Logistics,Shipment Tracking,17,989.7,2,1440.0,1,0.1176
2024-06-08,Logistics,Customs Clearance,16,1727.6,0,2880.0,1,0.0
2024-06-08,Logistics,Route Optimization,18,60.52,2,60.0,0,0.1111
2024-06-08,Risk,Credit Assessment,20,184.17,0,180.0,0,0.0
2024-06-08,Risk,Fraud Review,15,21.6,0,30.0,1,0.0
2024-06-08,Risk,Compliance Check,19,674.56,1,720.0,1,0.0526
2024-06-08,Compliance,Regulatory Reporting,19,447.37,1,480.0,1,0.0526
2024-06-08,Compliance,AML Screening,22,35.36,0,60.0,1,0.0
2024-06-08,Compliance,Policy Review,17,1174.83,0,1440.0,1,0.0
2024-06-09,Operations,Order Fulfillment,23,333.38,1,480.0,1,0.0435
2024-06-09,Operations,Inventory Replenishment,13,215.29,0,240.0,1,0.0
2024-06-09,Operations,Quality Check,19,22.07,0,60.0,1,0.0
2024-06-09,Finance,Invoice Processing,19,84.3,0,120.0,1,0.0
2024-06-09,Finance,Budget Reconciliation,17,259.12,0,360.0,1,0.0
2024-06-09,Finance,Expense Audit,19,224.0,1,90.0,0,0.0526
2024-06-09,HR,Onboarding,19,3029.94,2,2880.0,0,0.1053
2024-06-09,HR,Payroll Processing,20,68.47,2,120.0,1,0.1
2024-06-09,HR,Benefits Enrollment,19,185.87,0,240.0,1,0.0
2024-06-09,IT,Incident Resolution,20,183.16,1,240.0,1,0.05
2024-06-09,IT,Change Management,17,217.11,1,480.0,1,0.0588
2024-06-09,IT,Deployment Pipeline,17,87.4,2,120.0,1,0.1176
2024-06-09,Logistics,Shipment Tracking,21,844.09,1,1440.0,1,0.0476
2024-06-09,Logistics,Customs Clearance,18,2051.7,0,2880.0,1,0.0
2024-06-09,Logistics,Route Optimization,19,39.18,0,60.0,1,0.0
2024-06-09,Risk,Credit Assessment,18,111.5,0,180.0,1,0.0
2024-06-09,Risk,Fraud Review,17,25.45,1,30.0,1,0.0588
2024-06-09,Risk,Compliance Check,19,622.62,0,720.0,1,0.0
2024-06-09,Compliance,Regulatory Reporting,19,212.8,1,480.0,1,0.0526
2024-06-09,Compliance,AML Screening,19,56.17,1,60.0,1,0.0526
2024-06-09,Compliance,Policy Review,15,1298.97,1,1440.0,1,0.0667
2024-06-10,Operations,Order Fulfillment,51,414.87,3,480.0,1,0.0588
2024-06-10,Operations,Inventory Replenishment,54,192.51,2,240.0,1,0.037
2024-06-10,Operations,Quality Check,47,53.07,1,60.0,1,0.0213
2024-06-10,Finance,Invoice Processing,47,75.23,0,120.0,1,0.0
2024-06-10,Finance,Budget Reconciliation,43,286.86,0,360.0,1,0.0
2024-06-10,Finance,Expense Audit,70,88.6,3,90.0,1,0.0429
2024-06-10,HR,Onboarding,63,2229.24,2,2880.0,1,0.0317
2024-06-10,HR,Payroll Processing,63,109.62,0,120.0,1,0.0
2024-06-10,HR,Benefits Enrollment,63,185.77,3,240.0,1,0.0476
2024-06-10,IT,Incident Resolution,78,184.8,2,240.0,1,0.0256
2024-06-10,IT,Change Management,51,276.92,1,480.0,1,0.0196
2024-06-10,IT,Deployment Pipeline,44,82.23,1,120.0,1,0.0227
2024-06-10,Logistics,Shipment Tracking,51,956.07,0,1440.0,1,0.0
2024-06-10,Logistics,Customs Clearance,57,2015.05,0,2880.0,1,0.0
2024-06-10,Logistics,Route Optimization,51,45.07,0,60.0,1,0.0
2024-06-10,Risk,Credit Assessment,61,190.46,1,180.0,0,0.0164
2024-06-10,Risk,Fraud Review,48,19.05,1,30.0,1,0.0208
2024-06-10,Risk,Compliance Check,48,719.48,0,720.0,1,0.0
2024-06-10,Compliance,Regulatory Reporting,52,562.33,2,480.0,0,0.0385
2024-06-10,Compliance,AML Screening,60,28.08,1,60.0,1,0.0167
2024-06-10,Compliance,Policy Review,57,1177.58,1,1440.0,1,0.0175
2024-06-11,Operations,Order Fulfillment,52,357.12,0,480.0,1,0.0
2024-06-11,Operations,Inventory Replenishment,49,197.41,1,240.0,1,0.0204
2024-06-11,Operations,Quality Check,55,47.99,1,60.0,1,0.0182
2024-06-11,Finance,Invoice Processing,58,115.79,1,120.0,1,0.0172
2024-06-11,Finance,Budget Reconciliation,51,274.56,3,360.0,1,0.0588
2024-06-11,Finance,Expense Audit,57,56.79,2,90.0,1,0.0351
2024-06-11,HR,Onboarding,63,2556.3,2,2880.0,1,0.0317
2024-06-11,HR,Payroll Processing,61,89.69,0,120.0,1,0.0
2024-06-11,HR,Benefits Enrollment,56,134.68,0,240.0,1,0.0
2024-06-11,IT,Incident Resolution,46,176.69,1,240.0,1,0.0217
2024-06-11,IT,Change Management,47,292.42,3,480.0,1,0.0638
2024-06-11,IT,Deployment Pipeline,60,128.92,1,120.0,0,0.0167
2024-06-11,Logistics,Shipment Tracking,56,1090.63,0,1440.0,1,0.0
2024-06-11,Logistics,Customs Clearance,50,1673.78,3,2880.0,1,0.06
2024-06-11,Logistics,Route Optimization,46,62.84,0,60.0,0,0.0
2024-06-11,Risk,Credit Assessment,46,127.34,0,180.0,1,0.0
2024-06-11,Risk,Fraud Review,58,29.55,0,30.0,1,0.0
2024-06-11,Risk,Compliance Check,44,741.24,1,720.0,0,0.0227
2024-06-11,Compliance,Regulatory Reporting,40,342.43,0,480.0,1,0.0
2024-06-11,Compliance,AML Screening,42,30.58,2,60.0,1,0.0476
2024-06-11,Compliance,Policy Review,56,876.9,0,1440.0,1,0.0
2024-06-12,Operations,Order Fulfillment,66,413.3,2,480.0,1,0.0303
2024-06-12,Operations,Inventory Replenishment,50,228.73,0,240.0,1,0.0
2024-06-12,Operations,Quality Check,57,49.42,0,60.0,1,0.0
2024-06-12,Finance,Invoice Processing,53,198.74,1,120.0,0,0.0189
2024-06-12,Finance,Budget Reconciliation,48,260.18,0,360.0,1,0.0
2024-06-12,Finance,Expense Audit,56,90.72,2,90.0,0,0.0357
2024-06-12,HR,Onboarding,45,2531.02,0,2880.0,1,0.0
2024-06-12,HR,Payroll Processing,50,91.17,0,120.0,1,0.0
2024-06-12,HR,Benefits Enrollment,52,132.63,2,240.0,1,0.0385
2024-06-12,IT,Incident Resolution,53,219.11,2,240.0,1,0.0377
2024-06-12,IT,Change Management,63,337.08,1,480.0,1,0.0159
2024-06-12,IT,Deployment Pipeline,59,105.54,0,120.0,1,0.0
2024-06-12,Logistics,Shipment Tracking,56,739.97,0,1440.0,1,0.0
2024-06-12,Logistics,Customs Clearance,44,2002.36,0,2880.0,1,0.0
2024-06-12,Logistics,Route Optimization,49,23.4,2,60.0,1,0.0408
2024-06-12,Risk,Credit Assessment,50,89.37,1,180.0,1,0.02
2024-06-12,Risk,Fraud Review,45,16.21,1,30.0,1,0.0222
2024-06-12,Risk,Compliance Check,54,623.58,0,720.0,1,0.0
2024-06-12,Compliance,Regulatory Reporting,46,380.41,0,480.0,1,0.0
2024-06-12,Compliance,AML Screening,55,80.89,0,60.0,0,0.0
2024-06-12,Compliance,Policy Review,64,1373.02,3,1440.0,1,0.0469
2024-06-13,Operations,Order Fulfillment,43,442.6,0,480.0,1,0.0
2024-06-13,Operations,Inventory Replenishment,65,176.19,1,240.0,1,0.0154
2024-06-13,Operations,Quality Check,47,44.11,0,60.0,1,0.0
2024-06-13,Finance,Invoice Processing,55,89.65,1,120.0,1,0.0182
2024-06-13,Finance,Budget Reconciliation,59,283.78,0,360.0,1,0.0
2024-06-13,Finance,Expense Audit,59,67.67,1,90.0,1,0.0169
2024-06-13,HR,Onboarding,51,2531.16,0,2880.0,1,0.0
2024-06-13,HR,Payroll Processing,57,41.21,1,120.0,1,0.0175
2024-06-13,HR,Benefits Enrollment,65,206.69,0,240.0,1,0.0
2024-06-13,IT,Incident Resolution,56,254.21,2,240.0,0,0.0357
2024-06-13,IT,Change Management,45,262.31,0,480.0,1,0.0
2024-06-13,IT,Deployment Pipeline,49,99.86,0,120.0,1,0.0
2024-06-13,Logistics,Shipment Tracking,51,1322.0,0,1440.0,1,0.0
2024-06-13,Logistics,Customs Clearance,58,2245.09,0,2880.0,1,0.0
2024-06-13,Logistics,Route Optimization,52,43.9,1,60.0,1,0.0192
2024-06-13,Risk,Credit Assessment,48,176.15,1,180.0,1,0.0208
2024-06-13,Risk,Fraud Review,44,17.25,0,30.0,1,0.0
2024-06-13,Risk,Compliance Check,54,504.63,1,720.0,1,0.0185
2024-06-13,Compliance,Regulatory Reporting,66,386.67,4,480.0,1,0.0606
2024-06-13,Compliance,AML Screening,69,43.66,2,60.0,1,0.029
2024-06-13,Compliance,Policy Review,52,3877.78,0,1440.0,0,0.0
2024-06-14,Operations,Order Fulfillment,44,347.59,0,480.0,1,0.0
2024-06-14,Operations,Inventory Replenishment,62,228.54,3,240.0,1,0.0484
2024-06-14,Operations,Quality Check,46,62.79,2,60.0,0,0.0435
2024-06-14,Finance,Invoice Processing,35,107.15,1,120.0,1,0.0286
2024-06-14,Finance,Budget Reconciliation,57,282.0,1,360.0,1,0.0175
2024-06-14,Finance,Expense Audit,62,80.87,1,90.0,1,0.0161
2024-06-14,HR,Onboarding,52,2564.79,0,2880.0,1,0.0
2024-06-14,HR,Payroll Processing,60,117.11,1,120.0,1,0.0167
2024-06-14,HR,Benefits Enrollment,44,148.85,2,240.0,1,0.0455
2024-06-14,IT,Incident Resolution,46,206.79,0,240.0,1,0.0
2024-06-14,IT,Change Management,72,376.59,0,480.0,1,0.0
2024-06-14,IT,Deployment Pipeline,39,297.2,2,120.0,0,0.0513
2024-06-14,Logistics,Shipment Tracking,55,2355.66,2,1440.0,0,0.0364
2024-06-14,Logistics,Customs Clearance,59,2612.54,0,2880.0,1,0.0
2024-06-14,Logistics,Route Optimization,54,34.77,1,60.0,1,0.0185
2024-06-14,Risk,Credit Assessment,41,560.03,3,180.0,0,0.0732
2024-06-14,Risk,Fraud Review,40,21.73,2,30.0,1,0.05
2024-06-14,Risk,Compliance Check,49,471.33,0,720.0,1,0.0
2024-06-14,Compliance,Regulatory Reporting,58,484.34,2,480.0,0,0.0345
2024-06-14,Compliance,AML Screening,59,59.98,1,60.0,1,0.0169
